#COMMON NAME,#LATITUDE,#LONGITUDE,#OBSERVATION DATE,#1=Adelie // 2=Chinstrap // 3=Magellanic
penguin,-51.3649215,-60.6939697,2/26/08,3
penguin,-51.3535132,-60.6881254,2/5/08,3
penguin,-52.4255335,-59.0758728,2/14/08,3
penguin,-51.8198631,-58.9796028,2/3/08,3
penguin,-51.2941293,-60.5387878,2/4/08,3
penguin,-51.2941293,-60.5387878,2/6/08,3
penguin,-51.3077384,-60.2332993,2/7/08,3
penguin,-51.3077384,-60.2332993,2/9/08,3
penguin,-51.3511775,-58.4565023,2/16/08,3
penguin,-52.1125299,-59.3706466,2/18/08,3
penguin,-51.2490149,-58.9562892,2/19/08,3
penguin,-51.3100134,-60.2380371,2/27/08,3
penguin,-51.2962761,-60.5621338,2/27/08,3
penguin,-51.7270282,-57.8320313,2/28/08,3
penguin,-51.7304305,-61.3037109,2/26/08,3
penguin,-51.3100134,-60.2380371,2/8/08,3
penguin,-51.3077384,-60.2332993,1/9/09,3
penguin,-51.29395,-60.55717,1/9/09,3
penguin,-51.3077384,-60.2332993,1/9/09,3
penguin,-51.3077384,-60.2332993,1/9/09,3
penguin,-51.29395,-60.55717,1/9/09,3
penguin,-51.29395,-60.55717,1/9/09,3
penguin,-51.3077384,-60.2332993,1/9/09,3
penguin,-51.29395,-60.55717,1/9/09,3
penguin,-51.7780371,-58.2220459,2/21/09,3
penguin,-51.7132684,-59.401111,12/4/09,3
penguin,-52.4289152,-59.0748596,1/12/10,3
penguin,-52.4289152,-59.0748596,1/13/10,3
penguin,-51.3077384,-60.2332993,1/5/10,3
penguin,-51.035781,-61.2158203,1/8/10,3
penguin,-51.16,-59.7327778,1/9/10,3
penguin,-52.3755992,-64.1601563,1/7/10,3
penguin,-51.3077384,-60.2332993,1/9/10,3
penguin,-51.035781,-61.2158203,1/8/10,3
penguin,-51.16,-59.7327778,1/9/10,3
penguin,-51.16,-59.7327778,1/9/10,3
penguin,-51.035781,-61.2158203,1/8/10,3
penguin,-51.3077384,-60.2332993,1/9/10,3
penguin,-51.3077384,-60.2332993,1/9/10,3
penguin,-51.2941293,-60.5387878,1/8/10,3
penguin,-51.3077384,-60.2332993,1/9/10,3
penguin,-51.2941293,-60.5387878,1/8/10,3
penguin,-51.3077384,-60.2332993,1/9/10,3
penguin,-51.3077384,-60.2332993,1/9/10,3
penguin,-51.3077384,-60.2332993,1/9/10,3
penguin,-51.2941293,-60.5387878,1/8/10,3
penguin,-51.7504333,-61.2853693,2/28/10,3
penguin,-51.2833936,-59.657135,11/8/10,3
penguin,-51.5292514,-57.755127,11/12/10,3
penguin,-51.2833936,-59.657135,11/9/10,3
penguin,-52.2816019,-58.6120605,11/10/10,3
penguin,-52.2816019,-58.6120605,11/11/10,3
penguin,-51.6919793,-57.8579307,12/26/10,3
penguin,-51.6764021,-57.808401,1/12/11,3
penguin,-51.3482,-57.5663,1/12/11,3
penguin,-51.2941293,-60.5387878,1/9/11,3
penguin,-51.6860412,-57.7632894,1/10/11,3
penguin,-51.2920209,-60.5734023,11/3/11,3
penguin,-51.6957248,-57.8549566,11/4/11,3
penguin,-51.6895772,-57.8954219,11/13/11,3
penguin,-51.2941293,-60.5387878,3/5/12,3
penguin,-51.2941293,-60.5387878,3/5/12,3
penguin,-51.2941293,-60.5387878,3/4/12,3
penguin,-51.3567763,-60.7049777,3/5/12,3
penguin,-51.3188039,-59.5852565,3/7/12,3
penguin,-51.6859881,-57.6235088,3/7/12,3
penguin,-51.3188039,-59.5852565,3/6/12,3
penguin,-51.5107167,-57.7525994,3/8/12,3
penguin,-51.8509886,-58.9447879,5/13/12,3
penguin,-34.9730476,-54.9526691,12/16/09,3
penguin,-34.4060599,-53.7775612,12/13/09,3
penguin,-59.3555961,-64.1601563,2/4/92,3
penguin,-55.8433,-56.3083,1/13/11,3
