COMMON NAME	LATITUDE	LONGITUDE	OBSERVATION DATE	SERIAL DATE
sandpiper	24.3	54.6	11/18/09	323
sandpiper	24.3	54.6	11/4/09	309
sandpiper	24.3	54.6	11/13/09	318
sandpiper	24.3	54.6	11/26/09	331
sandpiper	24.1	55.7	11/18/09	323
sandpiper	24.1	55.7	11/23/09	328
sandpiper	24.1	55.6	12/12/09	347
sandpiper	24.3	54.6	12/5/09	340
sandpiper	24.3	54.6	12/10/09	345
sandpiper	24.3	54.6	12/8/09	343
sandpiper	24.1	55.7	12/29/09	364
sandpiper	24.1	55.7	12/18/09	353
sandpiper	24.1	55.7	12/29/09	364
sandpiper	24.3	54.6	12/15/09	350
sandpiper	24.3	54.6	1/20/10	20
sandpiper	24.2	54.7	1/16/10	16
sandpiper	24.3	54.6	1/16/10	16
sandpiper	24.3	54.6	1/11/10	11
sandpiper	24.3	54.6	1/9/10	9
sandpiper	24.1	55.7	1/22/10	22
sandpiper	24.2	54.7	1/22/10	22
sandpiper	24.1	55.6	1/22/10	22
sandpiper	24.3	54.6	1/30/10	30
sandpiper	24.3	54.6	1/28/10	28
sandpiper	24.3	54.6	1/23/10	23
sandpiper	24.3	54.6	1/12/10	12
sandpiper	24.3	54.6	1/4/10	4
sandpiper	24.3	54.6	1/3/10	3
sandpiper	24.3	54.6	1/2/10	2
sandpiper	24.1	55.7	1/22/10	22
sandpiper	24.1	55.7	2/20/10	50
sandpiper	24.1	55.7	2/18/10	48
sandpiper	24.1	55.7	2/21/10	51
sandpiper	24.3	54.6	2/17/10	47
sandpiper	24.3	54.6	2/27/10	57
sandpiper	24.1	55.7	2/16/10	46
sandpiper	24.1	55.7	2/13/10	43
sandpiper	24.2	54.7	2/11/10	41
sandpiper	24.3	54.6	2/5/10	35
sandpiper	24.1	55.7	2/21/10	51
sandpiper	24.1	55.7	2/18/10	48
sandpiper	24.1	55.7	2/16/10	46
sandpiper	24.1	55.7	3/27/10	88
sandpiper	24.3	54.6	3/22/10	83
sandpiper	24.2	54.7	3/12/10	73
sandpiper	24.3	54.6	3/22/10	83
sandpiper	24.3	54.6	3/15/10	76
sandpiper	24.1	55.7	3/12/10	73
sandpiper	24.3	54.6	3/12/10	73
sandpiper	24.3	54.6	3/6/10	67
sandpiper	24.1	55.7	3/6/10	67
sandpiper	24.1	55.7	3/5/10	66
sandpiper	24.3	54.6	3/30/10	91
sandpiper	24.3	54.6	4/24/10	115
sandpiper	24.3	54.6	4/29/10	120
sandpiper	24.1	55.7	4/18/10	109
sandpiper	24.2	51.7	4/27/10	118
sandpiper	24.3	54.6	5/6/10	128
sandpiper	24.3	54.6	5/6/10	128
sandpiper	24.3	54.6	5/2/10	124
sandpiper	24.3	54.6	5/20/10	142
sandpiper	24.2	55.7	5/1/10	123
sandpiper	24.4	54.4	8/9/10	222
sandpiper	24.3	54.6	8/29/10	242
sandpiper	24.3	54.6	8/24/10	237
sandpiper	24.3	54.6	8/6/10	219
sandpiper	24.1	55.7	8/6/10	219
sandpiper	24.3	54.6	9/1/10	245
sandpiper	24.3	54.6	9/15/10	259
sandpiper	24.3	54.6	9/9/10	253
sandpiper	24.1	55.7	9/6/10	250
sandpiper	24.3	54.6	9/26/10	270
sandpiper	24.1	55.7	9/30/10	274
sandpiper	24.2	51.7	9/24/10	268
sandpiper	24.1	55.7	9/8/10	252
sandpiper	24.3	54.6	9/29/10	273
sandpiper	24.3	54.6	9/11/10	255
sandpiper	24.4	54.4	9/5/10	249
sandpiper	24.1	55.7	9/5/10	249
sandpiper	24.3	54.6	9/29/10	273
sandpiper	24.3	54.6	9/17/10	261
sandpiper	24.3	54.6	9/15/10	259
sandpiper	24.3	54.6	9/8/10	252
sandpiper	24.3	54.6	9/22/10	266
sandpiper	24.3	54.6	9/22/10	266
sandpiper	24.2	51.7	9/4/10	248
sandpiper	24.1	55.7	9/7/10	251
sandpiper	24.3	54.6	10/20/10	294
sandpiper	24.3	54.6	10/10/10	284
sandpiper	24.3	54.6	10/20/10	294
sandpiper	24.3	54.6	10/27/10	301
sandpiper	24.3	54.6	10/7/10	281
sandpiper	24.3	54.6	10/7/10	281
sandpiper	24.3	54.6	10/27/10	301
sandpiper	24.3	54.6	10/13/10	287
sandpiper	24.3	54.6	10/13/10	287
sandpiper	24.3	54.6	10/2/10	276
sandpiper	24.1	55.7	11/15/10	320
sandpiper	24.2	54.7	11/12/10	317
sandpiper	24.3	54.6	11/12/10	317
sandpiper	24.3	54.6	11/4/10	309
sandpiper	24.3	54.6	11/25/10	330
sandpiper	24.1	55.7	11/15/10	320
sandpiper	24.3	54.6	11/20/10	325
sandpiper	24.6	54.8	11/5/10	310
sandpiper	24.1	55.7	12/18/10	353
sandpiper	24.1	55.7	12/30/10	365
sandpiper	24.3	54.6	12/7/10	342
sandpiper	24.3	54.6	12/1/10	336
sandpiper	24.3	54.6	12/15/10	350
sandpiper	24.1	55.7	12/30/10	365
sandpiper	24.1	55.7	12/18/10	353
sandpiper	24	53.5	12/16/10	351
sandpiper	24.1	55.7	12/1/10	336
sandpiper	24.1	55.7	12/1/10	336
sandpiper	24.1	55.6	1/15/11	15
sandpiper	24.1	55.7	1/4/11	4
sandpiper	24.3	54.6	1/11/11	11
sandpiper	24.3	54.6	1/16/11	16
sandpiper	24.3	54.6	1/29/11	29
sandpiper	24.3	54.6	1/26/11	26
sandpiper	24.1	55.7	1/17/11	17
sandpiper	24.3	54.6	1/16/11	16
sandpiper	24.1	55.7	1/4/11	4
sandpiper	24.3	54.6	1/8/11	8
sandpiper	24.3	54.6	1/15/11	15
sandpiper	24.1	55.6	1/15/11	15
sandpiper	24.1	55.7	1/7/11	7
sandpiper	24.3	54.6	1/3/11	3
sandpiper	24.3	54.6	1/15/11	15
sandpiper	24.3	54.6	2/2/11	32
sandpiper	24.1	55.7	2/7/11	37
sandpiper	24.3	54.6	2/22/11	52
sandpiper	24.1	55.7	2/21/11	51
sandpiper	24.3	54.6	2/4/11	34
sandpiper	24.1	55.7	2/15/11	45
sandpiper	24.3	54.6	2/26/11	56
sandpiper	24.1	55.7	2/5/11	35
sandpiper	24.1	55.7	2/5/11	35
sandpiper	24.3	54.6	2/9/11	39
sandpiper	24.3	54.6	3/13/11	74
sandpiper	24	53.5	3/18/11	79
sandpiper	24.3	54.6	3/10/11	71
sandpiper	24.1	55.7	3/25/11	86
sandpiper	24.3	54.6	3/13/11	74
sandpiper	24.3	54.6	3/19/11	80
sandpiper	24.3	54.6	3/25/11	86
sandpiper	24.3	54.6	3/16/11	77
sandpiper	24.3	54.6	3/16/11	77
sandpiper	24.1	55.7	3/5/11	66
sandpiper	24.1	55.7	4/15/11	106
sandpiper	24.2	51.7	4/26/11	117
sandpiper	24.1	55.7	4/15/11	106
sandpiper	24.5	52.3	4/18/11	109
sandpiper	24.3	54.6	4/27/11	118
sandpiper	24.3	54.6	4/27/11	118
sandpiper	24.3	54.6	4/23/11	114
sandpiper	24.2	54.7	4/16/11	107
sandpiper	24.2	51.7	4/19/11	110
sandpiper	24.5	54.4	5/1/11	123
sandpiper	24.4	54.4	5/10/11	132
sandpiper	24.4	54.4	5/8/11	130
sandpiper	24.4	54.4	5/2/11	124
sandpiper	24.3	54.6	5/11/11	133
sandpiper	24.3	54.6	5/4/11	126
sandpiper	24.3	54.6	5/4/11	126
sandpiper	24.1	55.7	8/25/11	238
sandpiper	24.1	55.7	8/25/11	238
sandpiper	24.2	54.6	8/26/11	239
sandpiper	24.2	54.7	8/3/11	216
sandpiper	24.1	55.7	9/9/11	253
sandpiper	24.1	55.7	9/9/11	253
